ticket,type,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason,magic,basket_layers
4872,SELL,2025-06-15 19:57:00,2025-06-15 20:03:00,105294.8,105324.97,-2.811899999999878,Basket TP,20260523,2
4873,SELL,2025-06-15 20:01:00,2025-06-15 20:03:00,105394.8,105324.97,4.188100000000123,Basket TP,20260523,2
4874,SELL,2025-06-15 20:05:00,2025-06-15 20:06:00,105329.53,105297.4,1.549100000000326,Basket TP,20260524,1
4875,SELL,2025-06-15 20:07:00,2025-06-15 20:18:00,105298.96,105403.65,-8.028299999999145,Basket TP,20260524,4
4876,SELL,2025-06-15 20:08:00,2025-06-15 20:18:00,105398.96,105403.65,-1.0282999999991445,Basket TP,20260524,4
4877,SELL,2025-06-15 20:09:00,2025-06-15 20:18:00,105498.96,105403.65,5.971700000000856,Basket TP,20260524,4
4878,SELL,2025-06-15 20:13:00,2025-06-15 20:18:00,105598.96,105403.65,12.971700000000858,Basket TP,20260524,4
4879,SELL,2025-06-15 20:19:00,2025-06-15 20:30:00,105396.25,105478.13,-6.431600000000326,Basket TP,20260524,3
4880,SELL,2025-06-15 20:21:00,2025-06-15 20:30:00,105496.25,105478.13,0.5683999999996742,Basket TP,20260524,3
4881,SELL,2025-06-15 20:24:00,2025-06-15 20:30:00,105596.25,105478.13,7.5683999999996745,Basket TP,20260524,3
4882,SELL,2025-06-15 20:49:00,2025-06-15 20:50:00,105626.48,105603.91,0.8798999999994704,Basket TP,20260523,1
4883,SELL,2025-06-15 21:42:00,2025-06-15 21:43:00,105623.53,105559.39,3.7897999999999596,Basket TP,20260523,1
4884,SELL,2025-06-15 21:53:00,2025-06-15 21:54:00,105858.73,105849.56,-0.058100000000122276,Basket TP,20260523,1
4885,SELL,2025-06-15 22:42:00,2025-06-15 22:43:00,105820.61,105706.07,7.3177999999995516,Basket TP,20260523,1
4886,SELL,2025-06-16 00:33:00,2025-06-16 00:34:00,105657.46,105637.51,0.6965000000008149,Basket TP,20260523,1
4887,SELL,2025-06-16 05:06:00,2025-06-16 05:09:00,105001.57,105068.1,-5.357099999999919,Basket TP,20260523,2
4888,SELL,2025-06-16 05:07:00,2025-06-16 05:09:00,105101.57,105068.1,1.6429000000000817,Basket TP,20260523,2
4889,SELL,2025-06-16 05:28:00,2025-06-16 05:29:00,105282.67,105225.07,3.331999999999389,Basket TP,20260523,1
4890,SELL,2025-06-16 05:40:00,2025-06-16 05:42:00,105211.37,105116.99,5.906599999999308,Basket TP,20260524,1
4891,SELL,2025-06-16 05:43:00,2025-06-16 07:31:00,105118.33,105444.84,-23.555699999999636,Basket TP,20260524,8
4892,SELL,2025-06-16 05:44:00,2025-06-16 07:31:00,105218.33,105444.84,-16.555699999999636,Basket TP,20260524,8
4893,SELL,2025-06-16 05:45:00,2025-06-16 07:31:00,105318.33,105444.84,-9.555699999999634,Basket TP,20260524,8
4894,SELL,2025-06-16 05:48:00,2025-06-16 07:31:00,105418.33,105444.84,-2.5556999999996335,Basket TP,20260524,8
4895,SELL,2025-06-16 06:20:00,2025-06-16 07:31:00,105518.33,105444.84,4.444300000000367,Basket TP,20260524,8
4896,SELL,2025-06-16 06:36:00,2025-06-16 07:31:00,105618.33,105444.84,11.444300000000368,Basket TP,20260524,8
4897,SELL,2025-06-16 07:27:00,2025-06-16 07:31:00,105718.33,105444.84,18.444300000000368,Basket TP,20260524,8
4898,SELL,2025-06-16 07:27:00,2025-06-16 07:31:00,105818.33,105444.84,25.44430000000037,Basket TP,20260524,8
4899,SELL,2025-06-16 08:49:00,2025-06-16 08:50:00,105705.78,105659.21,2.5598999999994705,Basket TP,20260523,1
4900,SELL,2025-06-16 11:25:00,2025-06-16 11:26:00,106341.26,106306.31,8.981999999998951,Basket TP,20260523,1
4901,SELL,2025-06-16 11:50:00,2025-06-16 11:51:00,106380.26,106370.33,-0.025200000002514322,Basket TP,20260524,1
4902,SELL,2025-06-16 11:52:00,2025-06-16 11:53:00,106370.04,106363.82,-1.3608000000048195,Basket TP,20260524,1
4903,SELL,2025-06-16 11:54:00,2025-06-16 11:55:00,106363.8,106362.03,-2.962799999998533,Basket TP,20260524,1
4904,BUY,2025-06-16 16:22:00,2025-06-16 16:25:00,107064.34,107118.51,15.901199999999372,Basket TP,20260523,1
4905,BUY,2025-06-16 17:51:00,2025-06-16 17:54:00,106921.72,106882.77,-3.426499999999797,Basket TP,20260523,2
4906,BUY,2025-06-16 17:52:00,2025-06-16 17:54:00,106821.72,106882.77,3.5735000000002035,Basket TP,20260523,2
4907,BUY,2025-06-16 18:26:00,2025-06-16 18:28:00,106725.07,106744.02,0.6264999999997963,Basket TP,20260523,1
4908,BUY,2025-06-16 18:30:00,2025-06-16 18:31:00,106745.58,106800.62,3.152799999999552,Basket TP,20260524,1
4909,BUY,2025-06-16 18:32:00,2025-06-16 18:35:00,106800.68,106923.2,7.876400000000285,Basket TP,20260524,1
4910,BUY,2025-06-16 22:59:00,2025-06-16 23:00:00,107483.5,107562.5,4.83,Basket TP,20260523,1
4911,BUY,2025-06-17 02:42:00,2025-06-17 02:45:00,108647.05,108567.96,-89.08999999999651,Basket TP,20260523,2
4912,BUY,2025-06-17 02:43:00,2025-06-17 02:45:00,108547.05,108567.96,10.910000000003492,Basket TP,20260523,2
4913,BUY,2025-06-17 04:39:00,2025-06-17 04:40:00,108490.01,108530.75,30.74000000000524,Basket TP,20260523,1
4914,BUY,2025-06-17 05:46:00,2025-06-17 05:47:00,107684.93,107674.35,-1.4405999999991037,Basket TP,20260523,1
4915,BUY,2025-06-17 05:55:00,2025-06-17 05:57:00,107855.35,107804.48,-4.260900000000693,Basket TP,20260524,2
4916,BUY,2025-06-17 05:56:00,2025-06-17 05:57:00,107755.35,107804.48,2.7390999999993073,Basket TP,20260524,2
4917,BUY,2025-06-17 05:58:00,2025-06-17 06:00:00,107804.48,107814.29,-0.01330000000016296,Basket TP,20260524,1
4918,BUY,2025-06-17 06:44:00,2025-06-17 07:21:00,107276.55,106817.88,-32.806899999999885,Basket TP,20260523,11
4919,BUY,2025-06-17 06:46:00,2025-06-17 07:21:00,107176.55,106817.88,-25.806899999999878,Basket TP,20260523,11
4920,BUY,2025-06-17 06:47:00,2025-06-17 07:21:00,107076.55,106817.88,-18.806899999999878,Basket TP,20260523,11
4921,BUY,2025-06-17 06:51:00,2025-06-17 07:21:00,106976.55,106817.88,-11.806899999999878,Basket TP,20260523,11
4922,BUY,2025-06-17 06:55:00,2025-06-17 07:21:00,106876.55,106817.88,-4.806899999999878,Basket TP,20260523,11
4923,BUY,2025-06-17 06:58:00,2025-06-17 07:21:00,106776.55,106817.88,2.1931000000001224,Basket TP,20260523,11
4924,BUY,2025-06-17 07:04:00,2025-06-17 07:21:00,106676.55,106817.88,9.193100000000124,Basket TP,20260523,11
4925,BUY,2025-06-17 07:05:00,2025-06-17 07:21:00,106576.55,106817.88,16.193100000000126,Basket TP,20260523,11
4926,BUY,2025-06-17 07:06:00,2025-06-17 07:21:00,106476.55,106817.88,23.193100000000126,Basket TP,20260523,11
4927,BUY,2025-06-17 07:06:00,2025-06-17 07:21:00,106376.55,106817.88,30.193100000000126,Basket TP,20260523,11
4928,BUY,2025-06-17 07:07:00,2025-06-17 07:21:00,106276.55,106817.88,37.19310000000012,Basket TP,20260523,11
4929,BUY,2025-06-17 07:22:00,2025-06-17 07:23:00,106817.94,106780.91,-3.2920999999999188,Basket TP,20260524,1
4930,BUY,2025-06-17 07:24:00,2025-06-17 07:25:00,106780.58,106802.17,0.8112999999997556,Basket TP,20260524,1
4931,BUY,2025-06-17 09:22:00,2025-06-17 09:23:00,106952.5,106953.61,-0.6222999999999593,Basket TP,20260523,1
4932,BUY,2025-06-17 09:33:00,2025-06-17 09:36:00,106796.35,106813.28,0.48509999999951103,Basket TP,20260523,2
4933,BUY,2025-06-17 09:34:00,2025-06-17 09:36:00,106696.35,106813.28,7.485099999999512,Basket TP,20260523,2
4934,BUY,2025-06-17 11:35:00,2025-06-17 11:47:00,107543.2,107508.09,-16.23960000000021,Basket TP,20260523,2
4935,BUY,2025-06-17 11:38:00,2025-06-17 11:47:00,107443.2,107508.09,19.76039999999979,Basket TP,20260523,2
4936,BUY,2025-06-17 12:30:00,2025-06-17 12:32:00,107315.05,107357.41,11.64960000000021,Basket TP,20260524,1
4937,BUY,2025-06-17 12:33:00,2025-06-17 12:38:00,107359.83,107365.43,-1.584000000003143,Basket TP,20260524,1
4938,BUY,2025-06-17 12:49:00,2025-06-17 12:51:00,107233.11,107206.87,-13.046400000001885,Basket TP,20260523,2
4939,BUY,2025-06-17 12:50:00,2025-06-17 12:51:00,107133.11,107206.87,22.95359999999811,Basket TP,20260523,2
4940,BUY,2025-06-17 13:51:00,2025-06-17 13:52:00,106857.76,106934.03,23.85720000000147,Basket TP,20260523,1
4941,BUY,2025-06-17 13:55:00,2025-06-17 14:01:00,106907.65,106923.17,1.987200000001467,Basket TP,20260524,1
4942,BUY,2025-06-17 14:15:00,2025-06-17 14:16:00,106764.94,106801.83,9.680399999999791,Basket TP,20260523,1
4943,BUY,2025-06-17 14:27:00,2025-06-17 14:31:00,106655.71,106677.96,4.41,Basket TP,20260523,2
4944,BUY,2025-06-17 14:29:00,2025-06-17 14:31:00,106555.71,106677.96,40.41,Basket TP,20260523,2
4945,BUY,2025-06-17 14:35:00,2025-06-17 14:36:00,106650.67,106721.1,21.754800000002724,Basket TP,20260524,1
4946,BUY,2025-06-17 14:37:00,2025-06-17 14:48:00,106721.18,106766.72,12.794400000002932,Basket TP,20260524,1
4947,BUY,2025-06-17 16:42:00,2025-06-17 16:44:00,106289.58,106311.18,4.175999999996857,Basket TP,20260523,1
4948,BUY,2025-06-17 16:45:00,2025-06-17 16:47:00,106311.41,106261.14,-21.697200000001466,Basket TP,20260524,1
4949,BUY,2025-06-17 16:48:00,2025-06-17 16:49:00,106259.84,106309.28,14.198400000000836,Basket TP,20260524,1
4950,SELL,2025-06-17 21:16:00,2025-06-17 21:17:00,105635.05,105606.58,1.2929000000000817,Basket TP,20260523,1
4951,SELL,2025-06-18 00:36:00,2025-06-18 00:37:00,103980.68,103868.76,7.134399999999879,Basket TP,20260523,1
4952,SELL,2025-06-18 01:53:00,2025-06-18 02:59:00,104067.84,104684.65,-626.8099999999977,Basket TP,20260523,13
4953,SELL,2025-06-18 01:55:00,2025-06-18 02:59:00,104167.84,104684.65,-526.8099999999977,Basket TP,20260523,13
4954,SELL,2025-06-18 01:57:00,2025-06-18 02:59:00,104267.84,104684.65,-426.8099999999977,Basket TP,20260523,13
4955,SELL,2025-06-18 02:00:00,2025-06-18 02:59:00,104367.84,104684.65,-326.8099999999977,Basket TP,20260523,13
4956,SELL,2025-06-18 02:02:00,2025-06-18 02:59:00,104467.84,104684.65,-226.80999999999767,Basket TP,20260523,13
4957,SELL,2025-06-18 02:02:00,2025-06-18 02:59:00,104567.84,104684.65,-126.80999999999767,Basket TP,20260523,13
4958,SELL,2025-06-18 02:03:00,2025-06-18 02:59:00,104667.84,104684.65,-26.80999999999767,Basket TP,20260523,13
4959,SELL,2025-06-18 02:14:00,2025-06-18 02:59:00,104767.84,104684.65,73.19000000000233,Basket TP,20260523,13
